"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"C17orf50",45.328442287914,0.78848141862601,0.300690350668489,2.62223718477521,0.00873546133342777,0.0163490034997607
"LOC285501",3.47852102556874,1.72248919883825,0.767725063952071,2.24362767312986,0.0248563672093705,0.0419090153006971
"SURF1",3500.27855344748,0.241050250507516,0.125188828849571,1.92549329459073,0.0541676740389373,0.0839130483868154
"C9orf11",5.75806718912734,-0.274665189197745,0.334130925431464,-0.822028636957413,0.411060598732816,0.490466728304111
"RAB40AL",9.35824340920593,0.299047518995959,0.268414927984781,1.11412402149598,0.265225984626838,0.337234697834777
"MRC1",10296.0513028623,-0.779271322274319,0.258120398305877,-3.01902262428276,0.00253591593153154,0.00532961004777593
"SRGAP2P2",2192.85650062751,-0.79880791458162,0.127612906829068,-6.2596169496522,3.85924227163106e-10,2.74183653282149e-09
"OR52K1",10.2731930580743,-1.00432682222943,0.327981933087616,-3.06214068797849,0.00219760137251772,0.00467932352000118
"TNFSF12",3378.48659404387,-0.627153385335093,0.105446674072607,-5.94758811362089,2.72122288681879e-09,1.6777420789552e-08
"PGLS",3799.06238576168,0.33045203146048,0.112209868040607,2.94494626213172,0.0032301075880845,0.00663089327489031
"COL4A4",8896.1025999088,-0.219229440612827,0.187766392682104,-1.16756485269434,0.24298233445723,0.312843039994199
"SNORD124",4.54690254459655,0.386697002762679,0.341458643082297,1.13248561896697,0.257430327070319,0.328809695856019
"GPR26",7.19274893204463,-0.662207534445144,0.37207099241044,-1.77978812633329,0.0751106415379213,0.112291490905463
"C1orf21",9556.7765208668,-0.437351544837717,0.12896226634751,-3.39131404266115,0.000695583480899571,0.00164075034713424
"LOC646851",714.0755997694,0.24326745348496,0.200221653761784,1.2149907310944,0.224369626572031,0.291849213510988
"MED12L",191.267673869792,-0.766828769883501,0.176548754912435,-4.34343912685102,1.40269357520655e-05,4.53038465864938e-05
"RBM33",7273.57119348242,-0.145409187472056,0.0578752575279646,-2.51245858218074,0.0119893177686328,0.021750988702599
"RIF1",8078.25997138673,0.159053168930854,0.120154506118989,1.32373869335657,0.18558984311649,0.247850088918708
"SNAPIN",3466.49717522864,0.453790088313041,0.0906661268915392,5.00506753592656,5.58424490011583e-07,2.32573458895565e-06
"TMEM176A",4923.70540417933,0.477658777810168,0.178012482798818,2.68328810598073,0.00729021566611394,0.013865932653431
"FAM162B",1313.29794700887,-1.83694472740188,0.172415805361808,-10.6541550732377,1.66751969366019e-26,9.22193063370928e-25
"C8orf74",2.01075002379524,2.6304879907671,1.52125646411832,1.7291548485164,0.0837813848504382,0.123377156111875
"MRPL55",1808.47488310063,0.716892055710904,0.125697064877438,5.70333170794333,1.17488031144979e-08,6.53137939688418e-08
"DPPA3",24.7701901746465,-0.506320829348779,0.21640061640937,-2.33973838776393,0.0192972518900525,0.0333671344188068
"TSPAN16",11.4769156231018,-0.497388097618485,0.289006080376141,-1.72102987235125,0.0852454033490229,0.125241504622746
"LOC100287482",99.9087564193366,0.940591185723392,0.282349355076127,3.331302759554,0.000864405329790293,0.00200165064412371
"ITPR1",11902.7969835047,-0.936649252146873,0.15358207604819,-6.09868857257131,1.0694218799304e-09,7.05316659226821e-09
"CFLAR-AS1",140.860506887821,-0.123259404499787,0.180727503899556,-0.682017965391097,0.495227590983719,0.572728926357071
"FRG1",2151.62284839251,-0.206899769930482,0.073360975072078,-2.82029743643948,0.00479791545683438,0.00951078315167806
"MON2",7391.91959576366,-0.0567378212000865,0.0849591827802324,-0.667824469861635,0.504245644824527,0.581530174741796
"PARK7",14518.086383231,0.460178292413174,0.0938198935032452,4.9049116901551,9.34693821774264e-07,3.73453171072501e-06
"PRKCDBP",2904.86884865155,-0.676426123895603,0.0961867083454492,-7.03242823807065,2.02969705807026e-12,2.08543645443655e-11
"GPRC5D",109.669906005379,-0.0867493980118074,0.186680550280478,-0.464694355579469,0.642150351032568,0.707476880864915
"OR2C1",9.15144824184225,-0.198732620631089,0.235522064589996,-0.843796189444284,0.398783305227541,0.47778932645381
"MRPS26",2936.56787659589,0.759804452714944,0.129230634027228,5.87944536861791,4.11643429302629e-09,2.4563899329347e-08
"MTRNR2L2",66029.0260442725,0.222093981290244,0.137753874633948,1.61225215537793,0.106907080033174,0.152839822499752
"LOC100507299",88.1811298322138,0.483431092212656,0.115050691863291,4.20189643698181,2.64688225249051e-05,8.13105838103816e-05
"PRRC2C",31664.08010413,0.293062255543028,0.11478249822016,2.5531963503784,0.0106739304245378,0.019573385189624
"RAPH1",13729.3361624463,0.0896656733992016,0.127556914875124,0.702946394454447,0.482089156811175,0.559998084534576
"CHD6",10566.5170801432,-0.0836989367200057,0.109058086234601,-0.767471167061893,0.442801429680094,0.521710849168634
"OR52N4",31.4436146497717,-0.222686454966184,0.304704016981379,-0.730828747097852,0.46488376220612,0.543035101039593
"OR10Q1",0.904969061583815,-1.97923872620086,1.02394984522984,-1.93294499278585,0.0532429744429164,0.0826576964027512
"LOC554206",100.469945199827,-0.104257569577555,0.136391248655655,-0.764400726624127,0.444628475879365,0.523391973263985
"LOC100289561",386.274308835921,0.150246644357336,0.0861472570954158,1.74406765140444,0.0811472939642367,0.120004424434722
"TRPM7",7997.37308132262,-0.052711951503389,0.0777568369752554,-0.677907609849969,0.497830274680413,0.575377296283117
"FBXL20",6400.39846512452,0.0929752733959513,0.0643211870552196,1.44548441427445,0.148321867720496,0.203869545330067
"CLCN5",2550.53910296813,0.202907836308705,0.11284072107718,1.79817918896425,0.0721486163664909,0.108319251140346
"BUD31",2862.26292440379,0.085736856092961,0.0646715233808169,1.32572810428635,0.184929774798622,0.247089812641027
