"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"VIPR1",10954.5279096403,-2.62562929132687,0.213794879548246,8.58802083036163e-36,1.29723977333843e-33
"TMEM63C",819.208517792768,3.99552898385027,0.325843338279187,8.86957516939254e-36,1.32984497039759e-33
"AFAP1L1",4243.80720138235,-1.82956072583014,0.149676481355487,1.43417697553687e-35,2.13449824719424e-33
"CHRM1",418.132016471794,-3.32572995519592,0.272538708379943,1.85227687986443e-35,2.71680698009681e-33
"BVES",874.77716491326,-1.4091449320818,0.114665701605828,1.85162144267145e-35,2.71680698009681e-33
"RCC1",3934.4222455994,1.43003099466596,0.116126666027098,1.89323888713006e-35,2.75690995067623e-33
"CST1",762.579564136223,6.89017677583911,0.564152097471914,1.9582615051436e-35,2.83122650897226e-33
"PTPN21",9195.04922992123,-1.80614345869123,0.147898260848799,2.02288119848212e-35,2.90391052045933e-33
"PCDH12",6003.13173260143,-1.85874489160791,0.152124650587547,2.63714647323542e-35,3.75904801160269e-33
"SALL4",181.26530443871,4.29575371645698,0.353115331803586,3.34746757463496e-35,4.73818819427876e-33
"KDELR3",2779.7164069224,1.75611522637044,0.143321079814906,3.98234110416918e-35,5.59767821454781e-33
"RGS9",762.668906462561,-2.08328411124904,0.171209792098038,4.16881053696869e-35,5.81937200543333e-33
"QKI",27751.2580350931,-1.22251866896261,0.100021958819614,5.01393492945236e-35,6.95116828130447e-33
