"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ADCY6",7280.23294940001,-0.17128282092273,0.0809306418078485,0.0344052881973691,0.0560525948489172
"NFIA",6560.26811858944,-0.326055723552158,0.0972957857282784,0.000717793140628108,0.0016890084816849
"OR52B6",6.14376018783061,0.19352747569712,0.264693240870374,0.419167614968439,0.498611406592393
"DNAJC17",1161.54983506162,0.171986946622551,0.0854369102780902,0.0422506073116865,0.0673169507710837
"INE1",123.587638087894,0.131373767833278,0.123194255456913,0.277976139589504,0.351064768292952
"ALG10B",2454.59634969359,-0.0648160472370654,0.0859867888709471,0.444678454270528,0.523420364787727
"TACC2",11300.4100875146,-0.206645603086402,0.144779707451986,0.147265184336193,0.202527150166387
"CAPNS2",29.2664029027608,1.40323874649244,0.337246427263049,0.0856154285811155,0.125693906572159
"EIF1B",3836.70546445383,-0.323052142804846,0.0764052287605787,2.03838364524494e-05,6.4056704492164e-05
"NRADDP",20.3102494092803,-0.814971330749167,0.197497205028607,1.41455082162867e-05,4.56503877241485e-05
"DLGAP2",39.1077841949425,-0.941338543118323,0.221381999806331,6.55809414123373e-06,2.250252305691e-05
"LOC441601",28.9861759358311,-0.443222334558279,0.153982957253105,0.00294508258345895,0.00610397466432446
"NME3",3141.78491623951,0.537846422926983,0.129489942813772,2.30588998477918e-05,7.17171468683396e-05
"PPP1R1C",209.815350349962,1.51491006816028,0.315244358907084,2.16845400891985e-07,9.71484674514091e-07
"RTP4",855.249596070305,-0.198563856107863,0.162472061728597,0.203917282296715,0.268959352306759
"LOC100170939",326.598388554003,-0.572434569195688,0.136574576695487,1.67172256074648e-05,5.3337541538571e-05
"TMEM14A",2154.17982748036,0.408358472639326,0.0906729995203006,5.22900914659283e-06,1.83273375127594e-05
"ZNF292",6870.27223279267,0.162541002658948,0.112202018019598,0.144555268780328,0.199355671825483
"C1orf50",744.32836217694,0.192281128908018,0.0569385875400423,0.000696071982964182,0.00164152312794804
"ARHGAP11B",85.0047545438725,0.816739269775335,0.218017733276325,6.87921435177245e-05,0.000196281615018644
"MRPL12",3021.14884094857,0.904903475421891,0.137480354869833,2.18665025802941e-11,1.90693614273043e-10
"SYNGR4",11.5007408575914,2.17158056060509,0.392752631424826,2.9698976492295e-09,1.81777134315254e-08
"TEX15",19.6818530822873,-0.276005824687494,0.363548165275498,0.00193599137297101,0.00416832266570644
"TSPAN19",368.614575172044,-1.55023536056008,0.411018949527443,1.95245686778952e-05,6.15571331167098e-05
"VMO1",416.5195031855,-0.0369820844042593,0.194110230358753,0.0339261558098901,0.0553611189735557
"SPP2",6.67567608252952,5.24643745309501,0.893925726531392,8.37697562704954e-11,6.71252429402652e-10
"U2AF1",5478.4305654727,0.0131990781957905,0.0678260799422702,0.846187668825163,0.879922147685082
"C4orf52",1996.40704575662,0.397212895837873,0.0953872281539876,2.47206794264804e-05,7.64275656440186e-05
"CXorf68",3.60762744012035,-1.11674204975274,0.436317521366073,0.00198873940426922,0.00427325629318611
"MTCP1NB",1032.86269232387,0.365504155428116,0.109591064809753,0.000696179249822282,0.00164158483173961
"PTPRO",1699.63489510977,-0.559110418973283,0.159897483687277,0.000291050943912067,0.000738703718586099
"KIAA1456",1042.49335407947,-0.758647258234315,0.135648793301847,1.01367166112678e-08,5.68673173305632e-08
"HOXB1",1.70163244214111,0.17810260955731,0.541115594387079,0.552215094246946,0.626429732816927
"ZNF805",2050.28638945896,-0.0497857214195791,0.0600218266951057,0.392491838351135,0.471367467667338
"SLC7A14",123.473180387963,-0.16055071989338,0.105765659630593,0.123173233919682,0.173243654212236
"PSMA6",11928.7609532896,0.295751281543289,0.0912504691772774,0.00105420134510158,0.00239969516713912
"VSTM1",46.0010555817773,0.0663742860043186,0.389484586419566,0.83025264098277,0.867407025195223
"FGF20",13.9499770421872,0.880404229836332,0.345685755929001,0.00334992789771606,0.00685947299723528
"LOC392364",33.7508581119136,-1.07516863623357,0.368625522444509,0.000783985428720492,0.00182966090888176
"BEX5",614.754821194436,-0.76887141340674,0.25536538757686,0.000965517624089549,0.00221727277390476
"APC2",521.019538400648,0.0313463766076782,0.127911335053883,0.798712564360511,0.842324216032388
"APOL6",21612.3329027322,-0.317074034468232,0.176229056566163,0.0518313331076857,0.0806911573324201
"LRBA",15952.5395415836,0.539068242764659,0.0924876471366176,3.58584217456267e-09,2.16114722345227e-08
"ATP6V0B",8621.82018602424,0.301447716233798,0.104360107518327,0.00305059280428943,0.00629429652921737
"NPW",45.1392729097355,3.3506452025999,0.375714026700514,1.66442121316011e-09,1.06561753997434e-08
"LOC150935",4.82581933393485,0.305237567384789,0.289773365372697,0.235703946330872,0.304712497776278
"WFDC5",7.25707868395829,-1.01943959614787,0.481744134680457,0.00701055217581912,0.0133896196282562
"EAF2",476.796853347918,0.60838421596718,0.179184201600871,0.000413838694025865,0.00101966025633324
"ZDBF2",1912.23639072319,-0.563307757037557,0.166431848519238,0.000407235492440264,0.00100510347548877
"ST8SIA3",8.77881734275985,0.0240915010346047,0.440486841096978,0.940384412637554,0.95501083218086
"C1orf158",225.189434459417,-1.37564001866646,0.341722460419583,8.63705297327721e-06,2.90161973829218e-05
"ELOF1",3266.80702225785,0.178267892192365,0.107098739352113,0.0901714193597903,0.131524082961844
"RPL34",38562.5688829738,0.31299602199854,0.137850151664341,0.0264103335486776,0.0442416255366037
"HGC6.3",41.4154416273781,1.44456935907373,0.470130245498279,0.000271783791446551,0.000694417536312753
"BAHCC1",5009.00086037969,0.123535000712935,0.113103842397138,0.240212565364447,0.30984849194123
"NKX6-2",1.30315520005738,-0.0314428962013723,0.527125897176562,0.0245588641375679,0.041448842575545
"CREBBP",19614.1263567204,0.119308279162328,0.0896842373973465,0.189386917707288,0.252328896874225
"TMED4",7155.63058091856,0.683074181230174,0.0773374142500948,1.63881665913527e-19,4.09017114643119e-18
"TRIO",15082.0487181615,0.301716778436577,0.1252901661431,0.0196578616799032,0.0339153407997716
"LOC100188947",102.210480497396,-0.0586636083278573,0.104922744550659,0.569890481854017,0.642233352441799
"SPAG7",4068.22000201282,-0.0842118056376035,0.11314146321349,0.459682215629844,0.537952574385041
"C17orf73",5.42900276856838,0.540840503975973,0.329217539918602,0.0556328402846061,0.0860057679300252
"EXPH5",7278.8333389177,0.138831103966104,0.122150198819758,0.267470611735162,0.33978991101057
"DCC",854.476571529393,-1.54191561513987,0.300424329139958,3.62742937910045e-08,1.86068925652236e-07
